,Danceability,Tempo,Instrumentalness,Energy,Acousticness,Valence,Liveness,Loudness,Speechiness,Label
60,0.397,75.511,0.00313,0.109,0.972,0.221,0.108,-16.509,0.0398,1
61,0.475,142.664,0.195,0.31,0.91,0.435,0.111,-13.505,0.0296,1
62,0.641,96.415,0.0393,0.582,0.642,0.384,0.0876,-9.085,0.0335,1
63,0.381,80.049,0.000613,0.163,0.89,0.267,0.113,-13.972,0.0467,1
64,0.372,162.3,7.28e-05,0.444,0.82,0.357,0.141,-9.036,0.0295,1
65,0.592,107.747,0.0908,0.426,0.832,0.285,0.115,-15.107,0.0305,1
66,0.541,179.913,0.0,0.574,0.657,0.533,0.0962,-6.981,0.0362,1
67,0.621,107.636,0.0,0.213,0.917,0.231,0.0927,-13.484,0.0299,1
68,0.486,94.397,0.0519,0.116,0.915,0.461,0.129,-17.776,0.0315,1
69,0.607,76.702,0.00425,0.198,0.963,0.381,0.107,-14.271,0.038,1
70,0.524,98.796,0.00813,0.696,0.555,0.14,0.129,-9.772,0.0339,1
71,0.464,144.372,0.00309,0.147,0.988,0.117,0.111,-15.002,0.0369,1
72,0.612,78.197,0.000463,0.317,0.924,0.494,0.104,-9.763,0.0318,1
73,0.521,104.03,0.00814,0.22,0.647,0.135,0.179,-10.202,0.0314,1
74,0.756,101.957,0.0,0.281,0.764,0.194,0.111,-13.347,0.0327,1
75,0.643,100.084,0.0,0.44,0.447,0.391,0.129,-9.538,0.0241,1
76,0.383,91.899,0.00216,0.547,0.771,0.282,0.0913,-9.899,0.0376,1
77,0.579,136.311,0.000308,0.171,0.901,0.389,0.111,-14.495,0.0303,1
78,0.581,76.028,0.000214,0.378,0.714,0.268,0.0916,-11.631,0.0269,1
79,0.416,102.49,1.5e-05,0.192,0.911,0.222,0.107,-12.525,0.034,1
80,0.599,124.858,5.41e-06,0.195,0.976,0.308,0.0947,-11.527,0.0355,1
81,0.374,74.22,5.97e-06,0.343,0.828,0.275,0.105,-8.974,0.0275,1
82,0.707,123.987,0.0349,0.302,0.883,0.369,0.102,-13.582,0.0398,1
83,0.619,115.405,4.99e-05,0.299,0.846,0.31,0.243,-7.744,0.0279,1
84,0.329,177.139,0.000469,0.236,0.811,0.346,0.115,-10.827,0.0345,1
85,0.36,175.108,0.000747,0.0932,0.931,0.328,0.0855,-19.422,0.0345,1
0,0.667,94.018,0.0,0.282,0.44,0.462,0.214,-10.071,0.0415,1
1,0.567,124.44,0.0,0.224,0.887,0.2,0.109,-10.024,0.0299,1
2,0.528,151.766,0.0,0.457,0.213,0.289,0.103,-7.348,0.0353,1
3,0.691,135.839,0.00227,0.454,0.437,0.35,0.0783,-9.13,0.0256,1
4,0.611,77.301,0.000432,0.198,0.87,0.412,0.109,-16.525,0.0285,1
5,0.515,81.12,8.46e-06,0.3,0.575,0.206,0.115,-8.005,0.0289,1
6,0.559,117.21,0.0039,0.466,0.315,0.623,0.0933,-6.769,0.0362,1
7,0.476,88.592,0.00086,0.182,0.884,0.146,0.112,-16.375,0.038,1
8,0.473,145.027,8.83e-05,0.25,0.796,0.261,0.101,-11.263,0.0304,1
9,0.485,143.475,0.000126,0.293,0.884,0.297,0.117,-6.732,0.0274,1
10,0.396,138.624,0.0,0.198,0.912,0.19,0.0972,-9.096,0.031,1
11,0.788,101.974,4.52e-06,0.488,0.46,0.48,0.0751,-7.319,0.0286,1
12,0.36,74.53,1.09e-06,0.333,0.335,0.17,0.114,-8.491,0.0285,1
13,0.592,127.005,6.22e-06,0.0562,0.919,0.266,0.111,-14.344,0.0599,1
14,0.555,147.613,0.000191,0.43,0.462,0.274,0.0869,-9.105,0.0295,1
15,0.369,181.019,0.0343,0.365,0.708,0.222,0.108,-9.869,0.0451,1
16,0.517,87.855,0.0984,0.131,0.926,0.419,0.151,-18.439,0.0344,1
17,0.519,80.329,5.66e-05,0.515,0.61,0.714,0.107,-9.448,0.031,1
18,0.82,106.023,1.38e-06,0.624,0.225,0.633,0.168,-6.386,0.0574,1
19,0.544,130.507,2.95e-06,0.166,0.701,0.306,0.106,-12.926,0.0347,1
20,0.649,127.907,1.26e-05,0.416,0.87,0.138,0.108,-7.285,0.0298,1
21,0.625,98.002,0.00304,0.432,0.108,0.538,0.0995,-12.19,0.0313,1
22,0.582,140.013,0.0871,0.344,0.857,0.374,0.15,-9.148,0.0278,1
23,0.407,74.813,0.0,0.244,0.69,0.32,0.0881,-11.591,0.0294,1
24,0.58,94.021,4.65e-05,0.653,0.131,0.232,0.116,-6.051,0.0275,1
25,0.483,92.877,0.0102,0.309,0.506,0.511,0.113,-15.851,0.0327,1
26,0.592,160.048,0.0,0.584,0.245,0.371,0.0862,-7.422,0.0305,1
27,0.594,138.032,1.58e-06,0.415,0.141,0.205,0.105,-6.99,0.0277,1
28,0.574,147.924,0.0,0.344,0.421,0.0987,0.0804,-8.995,0.0345,1
29,0.545,86.997,0.267,0.366,0.969,0.1,0.641,-9.51,0.0378,1
30,0.552,83.88,0.025,0.449,0.628,0.171,0.116,-8.024,0.0288,1
31,0.572,160.067,4.48e-06,0.493,0.493,0.171,0.0817,-6.859,0.0295,1
32,0.639,110.961,8.26e-05,0.388,0.525,0.441,0.0859,-7.009,0.0274,1
33,0.519,82.214,0.0019,0.354,0.824,0.37,0.147,-10.501,0.0321,1
34,0.602,143.945,0.0,0.275,0.896,0.343,0.155,-11.688,0.031,1
35,0.639,89.897,2.25e-06,0.381,0.768,0.489,0.214,-9.428,0.0321,1
36,0.387,161.304,0.0,0.174,0.614,0.213,0.12,-14.765,0.0323,1
37,0.522,95.957,1.54e-06,0.47,0.00791,0.344,0.103,-9.52,0.0242,1
38,0.279,133.189,0.0397,0.356,0.456,0.0936,0.0856,-11.676,0.0344,1
39,0.564,147.912,0.00105,0.452,0.673,0.173,0.0923,-8.588,0.0603,1
40,0.495,108.849,0.0117,0.392,0.823,0.496,0.108,-9.84,0.0312,1
41,0.61,79.304,0.0,0.306,0.763,0.212,0.0909,-7.368,0.0322,1
42,0.713,123.006,7.49e-06,0.527,0.238,0.445,0.111,-7.512,0.0329,1
43,0.629,96.609,3.7e-06,0.208,0.824,0.685,0.107,-16.225,0.0324,1
44,0.608,77.037,1.15e-05,0.496,0.558,0.506,0.152,-8.929,0.0309,1
45,0.657,115.724,0.00125,0.32,0.857,0.39,0.144,-15.104,0.031,1
46,0.654,83.013,0.00649,0.24,0.677,0.246,0.0784,-15.692,0.0288,1
47,0.514,140.128,0.00342,0.439,0.776,0.252,0.0902,-9.805,0.0276,1
48,0.581,140.161,0.0,0.439,0.37,0.324,0.092,-5.817,0.0273,1
49,0.636,114.337,0.0,0.32,0.771,0.2,0.117,-9.953,0.028,1
50,0.489,84.984,8e-05,0.438,0.625,0.188,0.122,-8.748,0.0265,1
51,0.579,136.311,0.000308,0.171,0.901,0.389,0.111,-14.495,0.0303,1
52,0.546,161.743,0.0,0.49,0.335,0.373,0.1,-7.0,0.0308,1
53,0.607,97.035,0.0289,0.482,0.37,0.183,0.102,-7.332,0.0254,1
54,0.686,93.008,0.0,0.476,0.249,0.592,0.106,-7.921,0.0471,1
55,0.374,80.169,0.0123,0.276,0.884,0.412,0.122,-14.945,0.0353,1
56,0.757,123.003,0.0,0.29,0.856,0.226,0.0877,-6.217,0.0324,1
57,0.502,133.168,2.66e-05,0.0596,0.928,0.317,0.125,-16.977,0.0361,1
58,0.677,151.844,0.0,0.445,0.44,0.25,0.12,-7.592,0.0343,1
0,0.659,114.989,0.692,0.387,0.467,0.0779,0.0839,-13.172,0.0335,1
1,0.589,137.889,6.71e-06,0.468,0.414,0.139,0.115,-9.229,0.0335,1
2,0.492,100.008,0.31,0.256,0.926,0.179,0.116,-15.081,0.0281,1
3,0.517,114.036,0.00343,0.254,0.653,0.294,0.184,-13.4,0.0366,1
4,0.389,117.078,3.62e-05,0.398,0.884,0.464,0.0776,-11.687,0.0726,1
5,0.209,174.148,9.27e-05,0.414,0.218,0.132,0.111,-9.261,0.0302,1
6,0.368,109.143,1.69e-06,0.314,0.796,0.371,0.126,-8.491,0.0316,1
7,0.462,153.716,0.113,0.203,0.975,0.437,0.102,-16.313,0.0355,1
8,0.686,119.747,8.31e-06,0.514,0.652,0.538,0.136,-9.872,0.0923,1
9,0.375,165.056,0.908,0.48,0.369,0.157,0.105,-13.939,0.0369,1
10,0.557,84.904,0.151,0.378,0.645,0.194,0.109,-10.964,0.0278,1
11,0.42,121.137,0.21,0.494,0.388,0.189,0.112,-13.497,0.0474,1
12,0.579,127.439,0.0,0.278,0.893,0.286,0.0929,-9.255,0.0325,1
13,0.603,85.964,0.00307,0.385,0.654,0.423,0.11,-11.82,0.0243,1
14,0.589,130.001,0.179,0.434,0.742,0.155,0.138,-13.572,0.0318,1
15,0.247,151.414,0.000136,0.17,0.837,0.142,0.0969,-11.43,0.0334,1
16,0.732,87.016,0.000229,0.408,0.747,0.663,0.069,-8.475,0.036,1
17,0.349,93.937,0.0,0.153,0.891,0.19,0.193,-15.867,0.0282,1
18,0.438,98.833,0.000477,0.19,0.821,0.0765,0.0886,-16.623,0.0365,1
19,0.597,94.022,0.0913,0.741,0.0565,0.395,0.17,-8.294,0.0451,1
20,0.432,144.562,0.0329,0.481,0.196,0.492,0.0945,-9.18,0.0274,1
21,0.634,125.903,1.48e-06,0.228,0.931,0.217,0.308,-14.952,0.0418,1
22,0.767,124.949,0.00017,0.276,0.88,0.182,0.102,-10.889,0.0712,1
23,0.298,154.094,0.000822,0.46,0.0401,0.0888,0.0977,-7.036,0.0287,1
24,0.693,116.725,0.0325,0.195,0.894,0.315,0.126,-15.278,0.0446,1
25,0.606,74.584,0.0,0.31,0.561,0.322,0.178,-11.707,0.583,1
26,0.716,134.858,0.0783,0.349,0.618,0.283,0.109,-10.981,0.0308,1
27,0.633,174.001,4.44e-05,0.673,0.399,0.614,0.0898,-9.001,0.0475,1
28,0.563,161.989,0.515,0.359,0.766,0.296,0.113,-11.007,0.0358,1
29,0.789,124.96,0.0527,0.272,0.637,0.487,0.0783,-15.971,0.0404,1
30,0.61,125.978,0.432,0.238,0.801,0.66,0.105,-12.831,0.0358,1
31,0.514,96.964,2.62e-05,0.632,0.0269,0.306,0.0784,-6.693,0.0639,1
32,0.469,154.166,2.21e-06,0.373,0.617,0.239,0.126,-7.98,0.0437,1
33,0.633,168.135,0.00943,0.45,0.701,0.517,0.112,-11.953,0.03,1
34,0.669,127.998,0.873,0.658,0.082,0.506,0.51,-10.313,0.0293,1
35,0.658,119.001,0.0648,0.446,0.0567,0.0552,0.0864,-8.911,0.0352,1
36,0.526,82.105,0.839,0.437,0.923,0.455,0.111,-8.084,0.0248,1
37,0.709,113.983,0.575,0.464,0.534,0.556,0.0833,-8.481,0.0287,1
38,0.377,172.102,0.000249,0.473,0.707,0.232,0.14,-5.98,0.0281,1
39,0.561,126.014,0.201,0.438,0.435,0.127,0.125,-11.63,0.0321,1
40,0.551,57.478,0.0305,0.178,0.897,0.247,0.108,-13.846,0.045,1
41,0.676,134.073,0.000651,0.245,0.625,0.071,0.155,-10.563,0.0631,1
42,0.328,172.875,4.21e-05,0.0976,0.937,0.127,0.101,-13.828,0.0457,1
43,0.33,77.826,3.74e-05,0.504,0.385,0.37,0.379,-10.395,0.0388,1
44,0.779,89.965,5.14e-06,0.407,0.442,0.642,0.104,-7.647,0.0657,1
45,0.611,107.04,0.4,0.23,0.846,0.336,0.0958,-18.948,0.0289,1
46,0.547,170.029,0.426,0.489,0.0955,0.363,0.112,-9.716,0.0302,1
47,0.57,124.11,5.22e-06,0.25,0.753,0.0603,0.119,-10.676,0.0392,1
48,0.567,82.971,0.0591,0.449,0.725,0.0781,0.379,-11.711,0.043,1
49,0.376,110.013,0.000704,0.334,0.712,0.239,0.115,-11.755,0.0291,1
50,0.255,99.764,0.98,0.421,0.968,0.231,0.108,-11.985,0.0383,1
51,0.711,88.019,0.754,0.422,0.908,0.314,0.0781,-12.971,0.0621,1
52,0.419,82.018,0.0,0.497,0.582,0.286,0.11,-8.722,0.0329,1
53,0.37,155.876,0.000137,0.785,0.352,0.393,0.22,-3.599,0.0335,1
54,0.16,75.018,0.906,0.268,0.768,0.033,0.0959,-16.36,0.033,1
55,0.732,116.964,0.0364,0.462,0.251,0.51,0.117,-12.536,0.0503,1
56,0.515,158.004,0.107,0.41,0.523,0.128,0.261,-13.05,0.0358,1
57,0.552,113.949,0.00026,0.151,0.961,0.33,0.0979,-11.498,0.0446,1
58,0.682,96.195,0.00869,0.524,0.303,0.51,0.113,-8.549,0.024,1
59,0.591,95.013,0.138,0.489,0.368,0.226,0.0948,-11.942,0.0326,1
60,0.352,133.009,0.833,0.417,0.828,0.21,0.126,-8.934,0.0308,1
61,0.222,99.723,0.00105,0.517,0.0164,0.184,0.184,-7.276,0.0521,1
62,0.652,104.03,0.00469,0.347,0.863,0.272,0.0658,-13.06,0.027,1
63,0.724,114.987,0.0099,0.441,0.388,0.409,0.337,-9.873,0.0391,1
64,0.591,143.943,0.733,0.37,0.895,0.367,0.103,-12.9,0.0344,1
65,0.715,109.043,0.0,0.207,0.912,0.247,0.13,-14.154,0.0336,1
66,0.683,72.015,0.00907,0.246,0.778,0.418,0.11,-11.378,0.0488,1
67,0.308,139.085,0.949,0.223,0.903,0.142,0.353,-13.652,0.0303,1
68,0.539,88.991,0.377,0.158,0.98,0.0775,0.0936,-14.41,0.036,1
69,0.611,103.034,8.35e-05,0.58,0.754,0.271,0.0964,-9.67,0.0669,1
70,0.223,102.409,0.0802,0.199,0.865,0.0605,0.0982,-15.952,0.0307,1
71,0.761,97.972,0.291,0.283,0.839,0.171,0.0925,-16.793,0.119,1
72,0.569,117.862,0.828,0.516,0.624,0.468,0.099,-11.084,0.0272,1
73,0.437,158.883,0.379,0.475,0.641,0.124,0.125,-11.677,0.0315,1
74,0.579,109.963,0.226,0.307,0.669,0.106,0.113,-10.198,0.0286,1
75,0.45,120.238,0.0503,0.0735,0.956,0.162,0.104,-15.621,0.0383,1
76,0.788,108.027,0.00133,0.477,0.587,0.459,0.456,-9.91,0.166,1
77,0.592,127.344,0.696,0.151,0.912,0.291,0.109,-14.161,0.0332,1
78,0.685,65.039,0.559,0.542,0.0411,0.651,0.0791,-8.522,0.0428,1
79,0.77,118.023,0.407,0.393,0.142,0.482,0.108,-12.011,0.0303,1
0,0.825,139.98,1.48e-05,0.483,0.538,0.892,0.204,-5.746,0.08,0
1,0.665,93.989,0.00342,0.712,0.00103,0.669,0.102,-7.536,0.0527,0
2,0.704,120.003,0.00144,0.758,0.233,0.534,0.0924,-3.537,0.0402,0
3,0.716,86.005,0.0,0.563,0.326,0.495,0.119,-5.486,0.0425,0
4,0.667,100.021,8.1e-05,0.719,0.00285,0.717,0.0736,-5.371,0.0346,0
5,0.806,147.986,0.0,0.546,0.3,0.874,0.102,-6.637,0.0575,0
6,0.79,103.007,0.00252,0.694,0.145,0.508,0.281,-7.726,0.0708,0
7,0.691,153.976,0.0,0.733,0.184,0.797,0.341,-5.02,0.0368,0
8,0.878,112.022,0.0,0.525,0.183,0.694,0.0714,-6.832,0.0578,0
9,0.598,123.935,0.0,0.526,0.129,0.529,0.14,-8.659,0.0415,0
10,0.738,98.047,0.0,0.717,0.062,0.5,0.205,-5.121,0.0573,0
11,0.56,89.391,0.0,0.68,0.555,0.319,0.116,-7.648,0.321,0
12,0.665,97.968,0.0,0.703,0.128,0.257,0.115,-3.885,0.07,0
13,0.591,104.003,0.0,0.702,0.225,0.501,0.414,-5.59,0.0289,0
14,0.59,107.356,0.0,0.642,0.0771,0.651,0.105,-3.87,0.122,0
15,0.585,101.939,0.00224,0.62,0.0426,0.281,0.15,-8.09,0.0327,0
16,0.815,151.891,0.0,0.518,0.223,0.877,0.104,-6.594,0.0897,0
17,0.667,92.043,4.48e-05,0.583,0.231,0.187,0.181,-5.127,0.0747,0
18,0.294,85.332,0.0,0.505,0.12,0.357,0.0977,-8.106,0.042,0
19,0.787,110.962,3.57e-06,0.673,0.256,0.786,0.0904,-4.577,0.158,0
20,0.548,95.39,0.0,0.816,0.122,0.557,0.335,-4.209,0.0465,0
21,0.654,89.991,0.0,0.63,0.153,0.43,0.111,-4.644,0.0259,0
22,0.686,123.032,1.33e-06,0.83,0.0948,0.486,0.182,-4.437,0.0369,0
23,0.404,148.036,0.0,0.806,0.198,0.112,0.114,-4.75,0.0496,0
24,0.397,175.562,0.0,0.524,0.607,0.343,0.157,-5.846,0.103,0
25,0.862,122.963,7.49e-06,0.4,0.00575,0.596,0.123,-7.486,0.0736,0
26,0.659,88.042,0.0,0.623,0.0667,0.439,0.582,-2.253,0.0451,0
27,0.513,139.987,0.0,0.788,0.00968,0.234,0.11,-4.629,0.0364,0
28,0.765,144.958,7.39e-06,0.689,0.236,0.497,0.114,-5.616,0.0456,0
29,0.532,130.013,0.000222,0.66,0.105,0.676,0.0996,-7.138,0.0825,0
30,0.733,125.311,7.59e-06,0.552,0.0833,0.279,0.141,-7.404,0.0993,0
31,0.673,96.964,0.0,0.687,0.269,0.524,0.181,-5.295,0.0623,0
32,0.794,123.941,0.0,0.793,0.0125,0.677,0.0952,-4.521,0.0842,0
33,0.668,95.927,0.0,0.892,0.298,0.478,0.735,-3.001,0.0645,0
34,0.795,94.01,0.0,0.496,0.108,0.874,0.0645,-5.883,0.0722,0
35,0.643,108.992,0.0,0.768,0.174,0.597,0.469,-4.316,0.0455,0
36,0.838,114.998,8.01e-05,0.545,0.208,0.631,0.103,-6.713,0.0706,0
37,0.708,102.046,0.000244,0.661,0.0396,0.317,0.113,-6.543,0.0546,0
38,0.627,139.994,0.00077,0.446,0.308,0.11,0.111,-9.477,0.0332,0
39,0.741,102.998,1.97e-06,0.52,0.45,0.347,0.222,-7.513,0.0656,0
40,0.443,147.589,0.0,0.582,0.0301,0.239,0.127,-6.02,0.0482,0
41,0.362,166.31,0.0,0.708,0.0226,0.513,0.0873,-4.046,0.0672,0
42,0.761,105.979,0.0,0.607,0.00277,0.71,0.132,-6.274,0.0964,0
43,0.529,74.619,0.0,0.496,0.214,0.588,0.212,-6.668,0.151,0
44,0.798,101.956,0.0,0.675,0.0912,0.842,0.0894,-5.041,0.0442,0
45,0.78,92.107,0.0,0.261,0.332,0.639,0.238,-9.626,0.0488,0
46,0.485,87.009,0.0,0.461,0.44,0.324,0.232,-5.646,0.0444,0
47,0.698,107.044,0.0,0.761,0.0276,0.315,0.191,-4.98,0.213,0
48,0.591,109.034,0.0,0.841,0.0119,0.392,0.395,-4.351,0.0304,0
49,0.764,91.019,0.0,0.32,0.837,0.575,0.0822,-7.209,0.0546,0
50,0.759,121.049,0.0,0.605,0.156,0.64,0.694,-7.737,0.0433,0
51,0.629,113.95,4.34e-05,0.82,0.0142,0.329,0.039,-5.651,0.0543,0
52,0.852,113.039,1.03e-06,0.698,0.00839,0.324,0.0773,-7.206,0.0629,0
53,0.727,106.033,4.27e-05,0.797,0.311,0.6,0.0922,-7.956,0.0454,0
54,0.511,109.022,6.63e-06,0.747,0.0393,0.564,0.028,-5.904,0.124,0
55,0.572,127.19,0.0,0.742,0.245,0.376,0.108,-4.589,0.0347,0
56,0.547,118.118,0.0,0.795,0.145,0.723,0.11,-3.721,0.0489,0
57,0.65,118.966,0.000492,0.625,0.00536,0.296,0.119,-10.122,0.0359,0
58,0.429,97.954,0.0,0.553,0.458,0.382,0.0766,-4.838,0.0669,0
59,0.448,205.272,0.0,0.603,0.433,0.422,0.0862,-7.176,0.064,0
60,0.77,99.991,0.0,0.882,0.194,0.385,0.316,-4.792,0.0602,0
61,0.824,98.027,0.000104,0.588,0.692,0.513,0.149,-6.4,0.0924,0
62,0.561,76.826,0.0,0.597,0.286,0.355,0.0979,-6.0,0.0405,0
63,0.638,129.856,0.0,0.688,0.00775,0.434,0.126,-4.056,0.0407,0
64,0.693,117.999,0.0,0.575,0.374,0.492,0.252,-6.998,0.0801,0
65,0.559,117.914,0.0,0.915,0.222,0.361,0.113,-4.811,0.132,0
66,0.456,90.552,0.0,0.496,0.427,0.45,0.134,-6.986,0.0743,0
67,0.384,179.823,2.24e-06,0.689,0.0217,0.702,0.204,-5.598,0.197,0
68,0.503,107.975,0.00162,0.808,0.0254,0.283,0.557,-5.051,0.045,0
69,0.693,103.952,6.05e-06,0.678,0.0154,0.404,0.101,-7.159,0.0324,0
70,0.676,117.973,0.00041,0.815,0.00146,0.796,0.275,-4.294,0.0625,0
71,0.728,137.97,2.08e-05,0.701,0.0945,0.413,0.181,-6.58,0.0406,0
72,0.579,95.094,4.31e-06,0.832,0.119,0.337,0.167,-5.635,0.0535,0
73,0.278,178.346,5.78e-06,0.931,0.00525,0.167,0.144,-3.719,0.121,0
74,0.394,151.912,0.0,0.718,0.706,0.247,0.116,-6.336,0.0607,0
75,0.672,116.945,0.00047,0.752,0.0046,0.429,0.056,-4.866,0.0843,0
0,0.843,168.983,0.0,0.741,0.0252,0.68,0.096,-5.609,0.334,0
1,0.879,106.043,0.0,0.499,0.24,0.405,0.0967,-6.027,0.18,0
2,0.617,135.781,1.1e-06,0.525,0.554,0.377,0.135,-10.426,0.12,0
3,0.911,149.996,3.68e-05,0.637,0.0409,0.66,0.238,-8.381,0.447,0
4,0.916,142.12,1.74e-06,0.682,0.0629,0.67,0.0801,-3.965,0.334,0
5,0.863,163.991,0.0,0.633,0.0118,0.545,0.285,-5.002,0.287,0
6,0.87,160.064,0.0,0.754,0.0663,0.689,0.11,-4.654,0.288,0
7,0.962,123.998,0.000133,0.352,0.367,0.28,0.124,-7.863,0.566,0
8,0.815,96.982,0.000102,0.513,0.0145,0.17,0.14,-8.363,0.244,0
9,0.742,174.019,0.0,0.731,0.0851,0.547,0.131,-4.362,0.306,0
10,0.518,134.965,0.0,0.702,0.128,0.878,0.075,-6.91,0.208,0
11,0.656,111.804,0.00102,0.453,0.307,0.0407,0.113,-5.395,0.0351,0
12,0.679,152.001,0.0,0.728,0.159,0.46,0.107,-3.092,0.154,0
13,0.649,106.626,0.0,0.676,0.437,0.408,0.118,-3.795,0.152,0
14,0.831,108.042,0.0,0.627,0.276,0.76,0.199,-6.614,0.176,0
15,0.783,157.056,0.0,0.745,0.238,0.371,0.155,-4.798,0.27,0
16,0.771,140.088,0.0,0.71,0.24,0.447,0.129,-5.246,0.332,0
17,0.879,162.021,0.0,0.608,0.00268,0.522,0.143,-4.994,0.304,0
18,0.787,110.962,3.57e-06,0.673,0.256,0.786,0.0904,-4.577,0.158,0
19,0.568,179.985,0.0,0.764,0.217,0.625,0.0931,-3.465,0.255,0
20,0.843,127.004,6.62e-06,0.597,0.0715,0.56,0.104,-6.452,0.0635,0
21,0.933,106.01,0.0,0.556,0.00438,0.504,0.114,-6.115,0.216,0
22,0.686,90.634,0.0,0.614,0.103,0.355,0.0888,-7.897,0.36,0
23,0.42,95.575,0.0,0.731,0.233,0.588,0.196,-2.657,0.0548,0
24,0.572,128.331,0.0,0.519,0.536,0.35,0.102,-7.092,0.212,0
25,0.834,150.126,0.0,0.531,0.0662,0.415,0.136,-5.708,0.36,0
26,0.941,100.986,4.47e-06,0.672,0.0211,0.511,0.118,-6.053,0.214,0
27,0.904,135.06,0.0,0.564,0.00944,0.418,0.123,-6.323,0.295,0
28,0.916,100.002,0.0,0.767,0.207,0.393,0.278,-4.023,0.177,0
29,0.893,133.018,0.000121,0.579,0.0641,0.611,0.215,-8.995,0.113,0
30,0.88,159.957,6.33e-06,0.73,0.0365,0.86,0.232,-7.008,0.181,0
31,0.834,97.025,0.0,0.538,0.191,0.536,0.113,-5.54,0.246,0
32,0.786,170.037,0.0,0.658,0.0856,0.458,0.0689,-2.61,0.0661,0
33,0.845,160.091,0.000432,0.446,0.00272,0.801,0.328,-9.866,0.365,0
34,0.895,100.035,0.0,0.277,0.0144,0.176,0.0959,-8.863,0.0869,0
35,0.924,99.997,1.61e-06,0.642,0.0195,0.376,0.101,-5.262,0.0843,0
36,0.764,155.109,0.0,0.54,0.245,0.541,0.0846,-8.73,0.224,0
37,0.828,136.081,2.18e-06,0.41,0.0121,0.532,0.318,-11.852,0.376,0
38,0.88,153.871,0.000695,0.464,0.00454,0.624,0.097,-7.213,0.392,0
39,0.573,97.327,0.0,0.747,0.275,0.43,0.147,-4.558,0.196,0
40,0.836,190.088,0.0,0.782,0.0182,0.556,0.1,-6.295,0.408,0
41,0.903,155.964,0.0,0.615,0.0369,0.886,0.0823,-6.121,0.377,0
42,0.726,115.918,0.0,0.408,0.603,0.459,0.225,-6.606,0.0614,0
43,0.963,131.932,0.0,0.434,0.037,0.645,0.0898,-8.241,0.263,0
44,0.808,94.864,0.0,0.905,0.0191,0.745,0.226,-4.252,0.383,0
45,0.75,127.126,0.000191,0.465,0.128,0.205,0.134,-9.051,0.158,0
46,0.863,75.041,0.0,0.468,0.164,0.725,0.107,-9.693,0.498,0
47,0.701,99.956,0.0,0.778,0.125,0.609,0.0828,-5.076,0.201,0
48,0.685,95.518,0.0,0.667,0.0564,0.643,0.115,-3.837,0.0365,0
49,0.812,82.569,0.0,0.495,0.278,0.408,0.0876,-7.42,0.416,0
0,0.834,155.008,0.0,0.73,0.00513,0.446,0.124,-3.714,0.222,0
1,0.8,143.01,0.0,0.578,0.00381,0.367,0.359,-5.144,0.0485,0
2,0.674,145.965,0.0,0.506,0.173,0.183,0.0866,-10.532,0.0434,0
3,0.752,136.041,9.11e-06,0.488,0.297,0.533,0.0936,-7.05,0.0705,0
4,0.835,91.03,6e-05,0.626,0.0589,0.35,0.396,-5.833,0.125,0
5,0.706,91.031,0.0,0.751,0.173,0.195,0.168,-6.323,0.0708,0
6,0.678,186.005,6.35e-06,0.588,0.141,0.486,0.137,-7.015,0.276,0
7,0.638,84.978,0.0,0.708,0.0973,0.606,0.177,-5.342,0.0754,0
8,0.592,179.853,0.0,0.634,0.358,0.741,0.121,-4.199,0.262,0
9,0.842,137.958,0.0,0.734,0.0427,0.952,0.106,-5.065,0.0588,0
10,0.58,86.938,0.0,0.75,0.159,0.728,0.274,-4.421,0.194,0
11,0.684,95.985,0.0,0.905,0.285,0.492,0.525,-3.187,0.0765,0
12,0.826,91.999,4.89e-05,0.504,0.152,0.509,0.369,-7.355,0.14,0
13,0.874,106.023,0.0,0.497,0.22,0.542,0.0761,-5.484,0.0562,0
14,0.736,140.141,0.0,0.74,0.515,0.803,0.0468,-2.18,0.0786,0
15,0.816,136.048,0.0,0.726,0.099,0.65,0.372,-3.998,0.129,0
16,0.842,95.881,4.82e-06,0.801,0.157,0.617,0.0642,-4.167,0.228,0
17,0.439,151.964,1.19e-06,0.755,0.000531,0.333,0.209,-5.277,0.0379,0
18,0.853,134.066,0.0,0.56,0.013,0.86,0.0944,-4.961,0.0406,0
19,0.646,89.99,0.0,0.795,0.0319,0.796,0.267,-3.293,0.0976,0
20,0.698,143.904,0.0,0.666,0.0199,0.872,0.259,-6.929,0.242,0
21,0.442,89.338,0.0,0.83,0.128,0.578,0.129,-4.02,0.146,0
22,0.686,99.978,0.0,0.783,0.0764,0.814,0.163,-4.977,0.119,0
23,0.774,100.041,3.12e-05,0.626,0.0969,0.777,0.0848,-4.432,0.0432,0
24,0.638,97.021,0.000384,0.738,0.117,0.657,0.689,-4.976,0.0292,0
25,0.889,96.056,0.0,0.816,0.472,0.777,0.204,-4.67,0.247,0
26,0.635,82.142,0.0,0.691,0.555,0.638,0.097,-4.862,0.258,0
27,0.545,174.086,0.0,0.775,0.00636,0.516,0.192,-4.325,0.0349,0
28,0.583,174.028,0.0,0.829,0.00864,0.575,0.0426,-4.603,0.134,0
29,0.739,110.028,0.0,0.756,0.0136,0.523,0.37,-4.828,0.0394,0
30,0.66,89.975,0.0,0.666,0.0759,0.933,0.0268,-4.342,0.0472,0
